,Organisation Code,Name,Address,Postcode,Contact Telephone Number,Number of patients registered at the GP practice,loc,Point,Latitude,Longitude,Altitude
101,E84617,The Civic Medical Centre,"The Civic Medical Centre, 18-20 Bethecar Road, Harrow, Middlesex, HA1 1SE",HA1 1SE,020 84279445,9510,"London Borough of Harrow, London, Harrow, Greater London, England, HA1 1SE, United Kingdom","(51.58715486699644, -0.3374974169141679, 0.0)",51.58715486699644,-0.3374974169141679,0.0
102,E84620,Preston Road Surgery,"Preston Road Surgery, 56 Preston Road, Wembley, Middlesex, HA9 8LB",HA9 8LB,020 89046442,4592,HA9 8LB,"(51.56490863104341, -0.2924420913055699, 0.0)",51.56490863104341,-0.2924420913055699,0.0
103,E84626,The Sunflower Medical Centre,"116 Chaplin Road, Wembley, Middlesex, HA0 4UZ",HA0 4UZ,020 87957979,10180,HA0 4UZ,"(51.54971272307694, -0.3067853393354926, 0.0)",51.54971272307694,-0.3067853393354926,0.0
104,E84635,The Surgery,"The Surgery, 260-262 Harrow Road, Wembley, Middlesex, HA9 6QL",HA9 6QL,020 89020055,16051,"West Tokyngton, London Borough of Brent, London, Wembley, Greater London, England, HA9 6QL, United Kingdom","(51.55060216695862, -0.2819870404550941, 0.0)",51.55060216695862,-0.2819870404550941,0.0
105,E84637,Hilltop Medical Practice,"Hillside Primary Cc, 150 Hilltop Avenue, Harlesden, London, NW10 8RY",NW10 8RY,020 31887250,5191,NW10 8RY,"(51.54247225745874, -0.26360357101414056, 0.0)",51.54247225745874,-0.2636035710141405,0.0
106,E84638,Alperton Medical Centre,"Alperton Medical Centre, 32 Stanley Avenue, Wembley, Middlesex, HA0 4JB",HA0 4JB,020 89032379,5642,HA0 4JB,"(51.54279520587932, -0.29380522194215036, 0.0)",51.542795205879315,-0.2938052219421503,0.0
107,E84645,Park Royal Medical Practice,"Health & Well-Being Hub, Ctrl Mddx Hosp,Acton Lane, London, NW10 7NS",NW10 7NS,020 89611183,4148,"Central Park, London Borough of Brent, London, Willesden, Greater London, England, NW10 7NS, United Kingdom","(51.5315797826059, -0.26759697089236695, 0.0)",51.531579782605895,-0.2675969708923669,0.0
108,E84646,The Streatfield Medical Centre,"The Medical Centre, 177 Streatfield Road, Harrow, Middlesex, HA3 9BL",HA3 9BL,020 82045561,10854,"London Borough of Harrow, London, Harrow, Greater London, England, HA3 9BL, United Kingdom","(51.59534321504587, -0.3008298703344963, 0.0)",51.59534321504587,-0.3008298703344963,0.0
109,E84647,Kenton Clinic,"Kenton Clinic, 533A Kenton Road, Kenton, Harrow, Middlesex, HA3 0UQ",HA3 0UQ,020 82042255,3238,HA3 0UQ,"(51.58596813129345, -0.29241773047457786, 0.0)",51.58596813129345,-0.2924177304745778,0.0
110,E84653,Zain Medical Centre,"Edgware Community Hosp, Burnt Oak Broadway, Edgware, Middlesex, HA8 0AD",HA8 0AD,020 89523721,7539,"London Borough of Barnet, London, Greater London, England, HA8 0AD, United Kingdom","(51.6066065, -0.2705675011563491, 0.0)",51.6066065,-0.2705675011563491,0.0
111,E84656,Roundwood Park Medical Centre,"Willesden Ctr Hlth & Care, Robson Avenue, London, NW10 3RY",NW10 3RY,020 84387070,5244,NW10 3RY,"(51.54283567950006, -0.23552609504875588, 0.0)",51.54283567950007,-0.2355260950487558,0.0
112,E84658,Aspri Medical Centre,"Aspri Medical Centre, 1 Long Elmes, Harrow Weald, Middlesex, HA3 5LE",HA3 5LE,020 84279623,11192,"London Borough of Harrow, London, Harrow, Greater London, England, HA3 5LE, United Kingdom","(51.60447070292612, -0.34300228568787944, 0.0)",51.60447070292612,-0.3430022856878794,0.0
113,E84663,Kenton Bridge Medical Centre - Dr Raja,"The Kenton Bridge Med Ctr, 155-175 Kenton Road, Kenton, Middlesex, HA3 0YX",HA3 0YX,020 89076989,5465,HA3 0YX,"(51.5821347502166, -0.3165066794113948, 0.0)",51.582134750216596,-0.3165066794113948,0.0
114,E84665,Neasden Medical Centre,"Neasden Medical Centre, 21 Tanfield Avenue, Neasden, London, NW2 7SA",NW2 7SA,020 82080306,4914,NW2 7SA,"(51.5593008165896, -0.2482294994926141, 0.0)",51.55930081658961,-0.2482294994926141,0.0
115,E84674,Chichele Road Surgery,"25 Chichele Road, Cricklewood, London, NW2 3AN",NW2 3AN,020 84524666,2578,NW2 3AN,"(51.55482801728834, -0.21626624982214282, 0.0)",51.554828017288344,-0.2162662498221428,0.0
116,E84676,Headstone Lane Medical Centre,"The Surgery, 238 Headstone Lane, North Harrow, Middlesex, HA2 6LY",HA2 6LY,020 84281211,2357,"London Borough of Harrow, London, Harrow, Greater London, England, HA2 6LY, United Kingdom","(51.59901721200533, -0.3567732727723911, 0.0)",51.59901721200533,-0.3567732727723911,0.0
117,E84678,Preston Medical Centre,"Preston Medical Centre, 23 Preston Road, Wembley Park, Middlesex, HA9 8JZ",HA9 8JZ,020 89043263,19041,HA9 8JZ,"(51.56433511806382, -0.29257899906422563, 0.0)",51.56433511806382,-0.2925789990642256,0.0
118,E84680,Headstone Road Surgery,"Headstone Road Surgery, 107 Headstone Road, Harrow, Middlesex, HA1 1PG",HA1 1PG,020 88638923,9691,"London Borough of Harrow, London, Harrow, Greater London, England, HA1 1PG, United Kingdom","(51.58376816765859, -0.34091197764592057, 0.0)",51.583768167658604,-0.3409119776459205,0.0
119,E84681,Savita Medical Centre,"48 Harrow View, Harrow, Middlesex, HA1 1RQ",HA1 1RQ,020 84277172,7771,"London Borough of Harrow, London, Harrow, Greater London, England, HA1 1RQ, United Kingdom","(51.58654689700884, -0.3428316453964524, 0.0)",51.58654689700885,-0.3428316453964524,0.0
120,E84684,The Tudor House Medical Centre,"The Tudor House Med Ctre, 1 Chalkhill Road, Wembley Park, Middlesex, HA9 9DS",HA9 9DS,020 89043673,3782,"Chalk Hill Estate, London Borough of Brent, London, Wembley, Greater London, England, HA9 9DS, United Kingdom","(51.56476388636148, -0.2647544519530191, 0.0)",51.564763886361476,-0.2647544519530191,0.0
121,E84685,Sudbury Surgery,"Sudbury Primary Care Ctr, Vale Farm, Watford Road, Wembley, Middlesex, HA0 3HG",HA0 3HG,020 31147100,12159,HA0 3HG,"(51.55821400734481, -0.3164091218851882, 0.0)",51.55821400734481,-0.3164091218851882,0.0
122,E84693,St. Peter'S Medical Centre,"St. Peter'S Medical Ctr., Colbeck Road, West Harrow, Middlesex, HA1 4BS",HA1 4BS,020 88644868,12000,"London Borough of Harrow, London, Harrow, Greater London, England, HA1 4BS, United Kingdom","(51.576496585041724, -0.35070168252691836, 0.0)",51.576496585041724,-0.3507016825269183,0.0
123,E84699,Kings Edge Medical Centre,"Kings Edge Medical Centre, 132 Stag Lane, Kingsbury, London, NW9 0QP",NW9 0QP,020 82040151,5888,NW9 0QP,"(51.5949829525802, -0.2687917265418128, 0.0)",51.5949829525802,-0.2687917265418128,0.0
124,E84701,Pearl Medical Practice,"116 Chaplin Road, Wembley, Middlesex, HA0 4UZ",HA0 4UZ,020 87956180,9368,HA0 4UZ,"(51.54971272307694, -0.3067853393354926, 0.0)",51.54971272307694,-0.3067853393354926,0.0
125,E84702,Willesden Green Surgery,"Willesden Green Surgery, 59 Anson Road, London, NW2 3UY",NW2 3UY,020 82084141,11503,NW2 3UY,"(51.55377324842779, -0.21609114037261512, 0.0)",51.55377324842779,-0.2160911403726151,0.0
126,E84704,St. Georges Medical Centre,"St.Georges Medical Centre, Park Hill House, 9 Dollis Hill Lane, London, NW2 6JH",NW2 6JH,020 84504040,7588,NW2 6JH,"(51.55873111974064, -0.24612015598842854, 0.0)",51.55873111974064,-0.2461201559884285,0.0
127,E84709,Wembley Park Drive Medical Centre,"21 Wembley Park Drive, Wembley, Middlesex, HA9 8HD",HA9 8HD,020 89036033,14599,HA9 8HD,"(51.560468496620786, -0.2901125850861892, 0.0)",51.560468496620786,-0.2901125850861892,0.0
128,E84713,The Enterprise Practice,"Belmont Health Centre, 516 Kenton Lane, Kenton, Middlesex, HA3 7LT",HA3 7LT,020 33260686,12464,"London Borough of Harrow, London, Harrow, Greater London, England, HA3 7LT, United Kingdom","(51.60111317242273, -0.3206132909914962, 0.0)",51.601113172422714,-0.3206132909914962,0.0
129,E85001,Thornbury Road Centre For Health,"Thornbury Rd Ctr For Hlth, Thornbury Road, Isleworth, Middlesex, TW7 4HQ",TW7 4HQ,020 86301036,13495,"London Borough of Hounslow, London, Hounslow, Greater London, England, TW7 4HQ, United Kingdom","(51.474432269449224, -0.3454432291036295, 0.0)",51.47443226944922,-0.3454432291036295,0.0
130,E85003,North End Medical Centre,"North End Medical Centre, 160 North End Road, West Kensington, London, W14 9PR",W14 9PR,020 73857777,5142,"London Borough of Hammersmith and Fulham, London, Hammersmith, Greater London, England, W14 9PR, United Kingdom","(51.48780137659307, -0.20407606102040776, 0.0)",51.487801376593076,-0.2040760610204077,0.0
131,E85004,Albany Practice,"The Albany Practice, Brentford Health Centre, Boston Manor Road, Brentford, Middlesex, TW8 8DS",TW8 8DS,020 86303838,8132,"London Borough of Hounslow, London, Hounslow, Greater London, England, TW8 8DS, United Kingdom","(51.486759701556615, -0.3100545265524113, 0.0)",51.486759701556615,-0.3100545265524113,0.0
132,E85005,"The Surgery, Dr Dasgupta & Partners","The Surgery, 13 Westway, Shepherds Bush, London, W12 0PT",W12 0PT,020 87433704,15533,"London Borough of Hammersmith and Fulham, London, Hammersmith, Greater London, England, W12 0PT, United Kingdom","(51.514205538119796, -0.24762908345011733, 0.0)",51.514205538119796,-0.2476290834501173,0.0
133,E85006,Waterside Medical Centre,"Waterside Medical Centre, Tyler Road, Southall, Middlesex, UB2 4XQ",UB2 4XQ,020 85744454,12722,"London Borough of Ealing, London, Ealing, Greater London, England, UB2 4XQ, United Kingdom","(51.50216418955671, -0.3640053724310589, 0.0)",51.50216418955672,-0.3640053724310589,0.0
134,E85007,St. Margarets Practice,"The St.Margarets Practice, 237 St.Margarets Road, Twickenham, Middlesex, TW1 1NE",TW1 1NE,020 88921986,11081,"London Borough of Richmond upon Thames, London, Richmond, Greater London, England, TW1 1NE, United Kingdom","(51.45940272510521, -0.3230559685269895, 0.0)",51.45940272510521,-0.3230559685269895,0.0
135,E85008,North Fulham Surgery,"North Fulham Surgery, 82 Lillie Road, Fulham, London, SW6 1TN",SW6 1TN,020 74712650,13621,"London Borough of Hammersmith and Fulham, London, Hammersmith, Greater London, England, SW6 1TN, United Kingdom","(51.48641443151762, -0.19924778307463545, 0.0)",51.48641443151762,-0.1992477830746354,0.0
136,E85012,Ks Medical Centre,"Ks Medical Centre, 33 Dormers Wells Lane, Southall, Middlesex, UB1 3HY",UB1 3HY,020 85743986,6006,"London Borough of Ealing, London, Ealing, Greater London, England, UB1 3HY, United Kingdom","(51.51374131036472, -0.36429683983034544, 0.0)",51.51374131036472,-0.3642968398303454,0.0
137,E85013,Westseven GP,"Hanwell Health Centre, 20 Church Road, Hanwell, London, W7 1DR",W7 1DR,020 85797337,1,"London Borough of Ealing, London, Ealing, Greater London, England, W7 1DR, United Kingdom","(51.5092399, -0.3344178, 0.0)",51.5092399,-0.3344178,0.0
138,E85014,Northfields Surgery,"Northfields Surgery, 61 Northfield Avenue, Ealing, London, W13 9QP",W13 9QP,020 85671612,235,"London Borough of Ealing, London, Ealing, Greater London, England, W13 9QP, United Kingdom","(51.50513923248589, -0.31895392187151067, 0.0)",51.505139232485895,-0.3189539218715106,0.0
139,E85015,Hounslow Medical Centre,"Hounslow Medical Centre, 134 Bath Road, Hounslow, Middlesex, TW3 3ET",TW3 3ET,020 86301011,10403,"London Borough of Hounslow, London, Hounslow, Greater London, England, TW3 3ET, United Kingdom","(51.470135, -0.378524, 0.0)",51.470135,-0.37852399999999997,0.0
140,E85016,Richford Gate Medical Centre,"Richford Gate Med Pract, Richford Gate P.C.C., Richford Street, London, W6 7HY",W6 7HY,020 33156655,7604,"London Borough of Hammersmith and Fulham, London, Hammersmith, Greater London, England, W6 7HY, United Kingdom","(51.50043643343893, -0.22657435570529033, 0.0)",51.50043643343893,-0.2265743557052903,0.0
141,E85018,Dr Sood'S Practice,"Heston Health Centre, 25 Cranford Lane, Heston, Hounslow, Middlesex, TW5 9ER",TW5 9ER,020 86303410,15834,"London Borough of Hounslow, London, Hounslow, Greater London, England, TW5 9ER, United Kingdom","(51.48396697712721, -0.38238601746225126, 0.0)",51.48396697712721,-0.3823860174622512,0.0
142,E85019,Crown Street Surgery,"Crown Street Surgery, 2 Lombard Ct,Crown Street, Acton, London, W3 8SA",W3 8SA,020 89922010,9085,"London Borough of Ealing, London, Ealing, Greater London, England, W3 8SA, United Kingdom","(51.50739071832435, -0.27379968673427507, 0.0)",51.50739071832436,-0.273799686734275,0.0
143,E85020,Brook Green Medical Centre,"Brook Green Medical Ctr, Bute Gardens, Hammersmith, London, W6 7EG",W6 7EG,020 74713333,7059,"London Borough of Hammersmith and Fulham, London, Hammersmith, Greater London, England, W6 7EG, United Kingdom","(51.495162531873056, -0.2209445428186752, 0.0)",51.49516253187306,-0.2209445428186752,0.0
144,E85021,Yeading Medical Centre,"Yeading Medical Centre, 18 Hughenden Gardens, Northolt, Middlesex, UB5 6LD",UB5 6LD,020 88453434,8036,"London Borough of Ealing, London, Ealing, Greater London, England, UB5 6LD, United Kingdom","(51.53363421852468, -0.3970193966644798, 0.0)",51.533634218524675,-0.3970193966644798,0.0
145,E85023,Chepstow Gardens Medical Centre,"150 Lady Margaret Road, Southall, Middlesex, UB1 2RL",UB1 2RL,020 85742812,13621,"London Borough of Ealing, London, Ealing, Greater London, England, UB1 2RL, United Kingdom","(51.51762380269074, -0.37514048476958095, 0.0)",51.51762380269074,-0.3751404847695809,0.0
146,E85024,Carlton Surgery,"The Surgery, 112 Hounslow Road, Feltham, Middlesex, TW14 0AX",TW14 0AX,020 88903930,13822,"London Borough of Hounslow, London, Hounslow, Greater London, England, TW14 0AX, United Kingdom","(51.453337771580614, -0.40459735133898733, 0.0)",51.45333777158061,-0.4045973513389873,0.0
147,E85025,Cassidy Road Medical Centre,"651A Fulham Road, Fulham, London, SW6 5PX",SW6 5PX,020 73844850,6623,"London Borough of Hammersmith and Fulham, London, Hammersmith, Greater London, England, SW6 5PX, United Kingdom","(51.4791539277323, -0.19901531906261863, 0.0)",51.4791539277323,-0.1990153190626186,0.0
148,E85026,Gordon House Surgery,"Mattock Lane Health Ctr., 78 Mattock Lane, West Ealing, London, W13 9NZ",W13 9NZ,020 87995699,7609,"London Borough of Ealing, London, Ealing, Greater London, England, W13 9NZ, United Kingdom","(51.5099294, -0.3152273, 0.0)",51.5099294,-0.3152273,0.0
149,E85028,Hillcrest Surgery,"Hillcrest Surgery, 337 Uxbridge Road, Acton, London, W3 9RA",W3 9RA,020 89930982,6464,"London Borough of Ealing, London, Ealing, Greater London, England, W3 9RA, United Kingdom","(51.50827767622365, -0.27908353915717676, 0.0)",51.50827767622365,-0.2790835391571767,0.0
150,E85029,"The Medical Centre, Dr Jefferies & Partn","The Medical Centre, 292 Munster Road, Fulham, London, SW6 6BQ",SW6 6BQ,020 73851965,6167,"London Borough of Hammersmith and Fulham, London, Hammersmith, Greater London, England, SW6 6BQ, United Kingdom","(51.48120571099856, -0.21263061294738386, 0.0)",51.48120571099857,-0.2126306129473838,0.0
151,E85030,Chiswick Health Practice,"Chiswick Health Centre, Fishers Lane, Chiswick, London, W4 1RX",W4 1RX,020 86301600,3817,"London Borough of Hounslow, London, Hounslow, Greater London, England, W4 1RX, United Kingdom","(51.49356188368886, -0.259902101397666, 0.0)",51.49356188368886,-0.259902101397666,0.0
152,E85032,Ashchurch Surgery,"The Ashchurch Surgery, 134 Askew Road, Shepherds Bush, London, W12 9BP",W12 9BP,0844 4778673,6689,"London Borough of Hammersmith and Fulham, London, Hammersmith, Greater London, England, W12 9BP, United Kingdom","(51.50190033333333, -0.24239543333333335, 0.0)",51.50190033333333,-0.2423954333333333,0.0
153,E85033,Hammersmith Surgery,"Hammersmith Surgery, 1 Hammersmith Bridge Road, Hammersmith, London, W6 9DU",W6 9DU,020 87413944,20460,"London Borough of Hammersmith and Fulham, London, Hammersmith, Greater London, England, W6 9DU, United Kingdom","(51.49096592444664, -0.2270715222516247, 0.0)",51.49096592444664,-0.2270715222516247,0.0
154,E85034,Grosvenor House Surgery,"Grosvenor House, 147 The Broadway, West Ealing, London, W13 9BE",W13 9BE,020 87992525,11713,"London Borough of Ealing, London, Ealing, Greater London, England, W13 9BE, United Kingdom","(51.509572199999994, -0.3276121, 0.0)",51.5095722,-0.32761209999999996,0.0
155,E85035,Mount Medical Centre,"Mount Medical Centre, 7 Market Parade, Hampton Rd West,Hanworth, Middlesex, TW13 6AJ",TW13 6AJ,020 88938699,7027,"London Borough of Hounslow, London, Hounslow, Greater London, England, TW13 6AJ, United Kingdom","(51.44059950910055, -0.3877891714629155, 0.0)",51.44059950910055,-0.3877891714629155,0.0
156,E85038,"The Surgery, Dr Mangwana & Partners","Palace Surgery, 510 Fulham Palace Road, Fulham, London, SW6 6JD",SW6 6JD,020 77366305,4360,"London Borough of Hammersmith and Fulham, London, Hammersmith, Greater London, England, SW6 6JD, United Kingdom","(51.47628164005228, -0.21583274848549897, 0.0)",51.47628164005228,-0.2158327484854989,0.0
157,E85040,West4 GPs,"The Chiswick Health Ctr, Fishers Lane, Chiswick, London, W4 1RX",W4 1RX,020 86303518,7289,"London Borough of Hounslow, London, Hounslow, Greater London, England, W4 1RX, United Kingdom","(51.49356188368886, -0.259902101397666, 0.0)",51.49356188368886,-0.259902101397666,0.0
158,E85041,Hanwell Health Centre (Naish),"Hanwell Health Centre, 20 Church Road, Hanwell, London, W7 1DR",W7 1DR,020 85675738,4566,"London Borough of Ealing, London, Ealing, Greater London, England, W7 1DR, United Kingdom","(51.5092399, -0.3344178, 0.0)",51.5092399,-0.3344178,0.0
159,E85042,The New Surgery,"The New Surgery, 143A Uxbridge Road, Shepherds Bush, London, W12 9RD",W12 9RD,020 87431511,9171,"London Borough of Hammersmith and Fulham, London, Hammersmith, Greater London, England, W12 9RD, United Kingdom","(51.5060423, -0.2354806, 0.0)",51.5060423,-0.2354806,0.0
160,E85045,Twickenham Park Medical Centre,"The Medical Centre, 192 Twickenham Road, Hanworth,Feltham, Middlesex, TW13 6HD",TW13 6HD,020 84817989,4835,"London Borough of Richmond upon Thames, London, Richmond, Greater London, England, TW13 6HD, United Kingdom","(51.436668217030636, -0.3752953566029777, 0.0)",51.436668217030636,-0.3752953566029777,0.0
161,E85046,Eastmead Avenue Surgery,"The Surgery, 20 Eastmead Avenue, Greenford, Middlesex, UB6 9RB",UB6 9RB,020 85781244,3555,"London Borough of Ealing, London, Ealing, Greater London, England, UB6 9RB, United Kingdom","(51.53144331988503, -0.3627397483515439, 0.0)",51.531443319885035,-0.3627397483515439,0.0
162,E85048,"Dr Canisius & Dr Hasan, Parkview Cfh&W","56 Cranston Court, Bloemfontein Road, London, W12 7FG",W12 7FG,020 37046055,3760,"London Borough of Hammersmith and Fulham, London, Hammersmith, Greater London, England, W12 7FG, United Kingdom","(51.510845178822585, -0.2352203713869086, 0.0)",51.51084517882258,-0.2352203713869086,0.0
163,E85049,Belmont Medical Centre,"Belmont Medical Centre, 18/20 Western Road, Southall, Middlesex, UB2 5DU",UB2 5DU,020 88935515,10824,"London Borough of Ealing, London, Ealing, Greater London, England, UB2 5DU, United Kingdom","(51.50084832988883, -0.3852030247003637, 0.0)",51.50084832988883,-0.3852030247003637,0.0
164,E85050,Greenford Road Med.Ctr.,"Greenford Road Med.Ctr., 591 Greenford Road, Greenford, Middlesex, UB6 8QH",UB6 8QH,020 85758347,2080,"London Borough of Ealing, London, Ealing, Greater London, England, UB6 8QH, United Kingdom","(51.53769671894538, -0.3457023552216296, 0.0)",51.53769671894538,-0.3457023552216296,0.0
165,E85051,Greenford Avenue Fhp,"Greenford Ave Medical Ctr, 322 Greenford Avenue, Hanwell, London, W7 3AH",W7 3AH,020 85781880,3264,"London Borough of Ealing, London, Ealing, Greater London, England, W7 3AH, United Kingdom","(51.521730661559424, -0.340270176474387, 0.0)",51.52173066155942,-0.3402701764743869,0.0
166,E85052,Cranford Medical Centre,"Cranford Medical Centre, 24 High Street, Cranford, Hounslow, Middlesex, TW5 9RG",TW5 9RG,020 85648696,2886,"London Borough of Hounslow, London, Hounslow, Greater London, England, TW5 9RG, United Kingdom","(51.48188667729738, -0.4124295701428623, 0.0)",51.48188667729738,-0.4124295701428623,0.0
167,E85053,The Medical Centre,"The Medical Centre, 45 Doncaster Drive, Northolt, Middlesex, UB5 4AT",UB5 4AT,020 88648133,4821,"London Borough of Ealing, London, Ealing, Greater London, England, UB5 4AT, United Kingdom","(51.55265640473245, -0.37506091936827224, 0.0)",51.55265640473245,-0.3750609193682722,0.0
168,E85054,Hillview Surgery,"Hillview Surgery, 179 Bilton Road, Perivale, Greenford, Middlesex, UB6 7HQ",UB6 7HQ,020 89974661,5563,"London Borough of Ealing, London, Ealing, Greater London, England, UB6 7HQ, United Kingdom","(51.54053579702405, -0.318330573641102, 0.0)",51.54053579702405,-0.3183305736411019,0.0
