,Organisation Code,Name,Postcode,Full Address,Number of patients registered at GP practices in London,loc,Point,Latitude,Longitude,Altitude
132,E85005,"The Surgery, Dr Dasgupta & Partners",W12 0PT,"The Surgery, 13 Westway, Shepherds Bush, London",15503,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
133,E85006,Waterside Medical Centre,UB2 4XQ,"Waterside Medical Centre, Tyler Road, Southall, Middlesex",12724,"Southall, Ealing, GB, UB2 4XQ","(51.502209, -0.363953, 0.0)",51.502209,-0.363953,0.0
134,E85007,St. Margarets Practice,TW1 1NE,"The St.Margarets Practice, 237 St.Margarets Road, Twickenham, Middlesex",11025,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
135,E85008,North Fulham Surgery,SW6 1TN,"North Fulham Surgery, 82 Lillie Road, Fulham, London",13542,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
136,E85012,Ks Medical Centre,UB1 3HY,"Ks Medical Centre, 33 Dormers Wells Lane, Southall, Middlesex",6057,"Southall, Ealing, GB, UB1 3HY","(51.513742, -0.364275, 0.0)",51.513742,-0.364275,0.0
137,E85013,Westseven GP,W7 1DR,"Hanwell Health Centre, 20 Church Road, Hanwell, London",1,"London, Westminster, GB, W7 1DR","(51.510307, -0.33425, 0.0)",51.510307,-0.33425,0.0
138,E85014,Northfields Surgery,W13 9QP,"Northfields Surgery, 61 Northfield Avenue, Ealing, London",220,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
139,E85015,Hounslow Medical Centre,TW3 3ET,"Hounslow Medical Centre, 134 Bath Road, Hounslow, Middlesex",10424,"Hounslow, Hounslow, GB, TW3 3ET","(51.469395, -0.376819, 0.0)",51.469395,-0.376819,0.0
140,E85016,Richford Gate Medical Centre,W6 7HY,"Richford Gate Med Pract, Richford Gate P.C.C., Richford Street, London",7599,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
141,E85018,Dr Sood'S Practice,TW5 9ER,"Heston Health Centre, 25 Cranford Lane, Heston, Hounslow, Middlesex",15807,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
142,E85019,Crown Street Surgery,W3 8SA,"Crown Street Surgery, 2 Lombard Ct,Crown Street, Acton, London",9003,"London, Westminster, GB, W3 8SA","(51.507465, -0.273846, 0.0)",51.507465,-0.273846,0.0
143,E85020,Brook Green Medical Centre,W6 7EG,"Brook Green Medical Ctr, Bute Gardens, Hammersmith, London",7092,"London, Westminster, GB, W6 7EG","(51.494075, -0.222058, 0.0)",51.494075,-0.222058,0.0
144,E85021,Yeading Medical Centre,UB5 6LD,"Yeading Medical Centre, 18 Hughenden Gardens, Northolt, Middlesex",8036,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
145,E85023,Chepstow Gardens Medical Centre,UB1 2RL,"150 Lady Margaret Road, Southall, Middlesex",13646,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
146,E85024,Carlton Surgery,TW14 0AX,"The Surgery, 112 Hounslow Road, Feltham, Middlesex",13784,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
147,E85025,Cassidy Road Medical Centre,SW6 5PX,"651A Fulham Road, Fulham, London",6613,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
148,E85026,Gordon House Surgery,W13 9NZ,"Mattock Lane Health Ctr., 78 Mattock Lane, West Ealing, London",7568,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
149,E85028,Hillcrest Surgery,W3 9RA,"Hillcrest Surgery, 337 Uxbridge Road, Acton, London",6426,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
150,E85029,"The Medical Centre, Dr Jefferies & Partn",SW6 6BQ,"The Medical Centre, 292 Munster Road, Fulham, London",6176,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
151,E85030,Chiswick Health Practice,W4 1RX,"Chiswick Health Centre, Fishers Lane, Chiswick, London",3810,"London, Westminster, GB, W4 1RX","(51.493319, -0.259788, 0.0)",51.493319,-0.259788,0.0
152,E85032,Ashchurch Surgery,W12 9BP,"The Ashchurch Surgery, 134 Askew Road, Shepherds Bush, London",6713,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
153,E85033,Hammersmith Surgery,W6 9DU,"Hammersmith Surgery, 1 Hammersmith Bridge Road, Hammersmith, London",20383,"London, Westminster, GB, W6 9DU","(51.490898, -0.227281, 0.0)",51.490898,-0.227281,0.0
154,E85034,Grosvenor House Surgery,W13 9BE,"Grosvenor House, 147 The Broadway, West Ealing, London",11759,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
155,E85035,Mount Medical Centre,TW13 6AJ,"Mount Medical Centre, 7 Market Parade, Hampton Rd West,Hanworth, Middlesex",7055,"Feltham, Hounslow, GB, TW13 6AJ","(51.440626, -0.387738, 0.0)",51.440626,-0.387738,0.0
156,E85038,"The Surgery, Dr Mangwana & Partners",SW6 6JD,"Palace Surgery, 510 Fulham Palace Road, Fulham, London",4342,"London, Westminster, GB, SW6 6JD","(51.476282, -0.215795, 0.0)",51.476282,-0.215795,0.0
157,E85040,West4 GPs,W4 1RX,"The Chiswick Health Ctr, Fishers Lane, Chiswick, London",7310,"London, Westminster, GB, W4 1RX","(51.493319, -0.259788, 0.0)",51.493319,-0.259788,0.0
158,E85041,Hanwell Health Centre (Naish),W7 1DR,"Hanwell Health Centre, 20 Church Road, Hanwell, London",4510,"London, Westminster, GB, W7 1DR","(51.510307, -0.33425, 0.0)",51.510307,-0.33425,0.0
159,E85042,The New Surgery,W12 9RD,"The New Surgery, 143A Uxbridge Road, Shepherds Bush, London",9189,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
160,E85045,Twickenham Park Medical Centre,TW13 6HD,"The Medical Centre, 192 Twickenham Road, Hanworth,Feltham, Middlesex",4844,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
161,E85046,Eastmead Avenue Surgery,UB6 9RB,"The Surgery, 20 Eastmead Avenue, Greenford, Middlesex",3545,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
162,E85048,"Dr Canisius & Dr Hasan, Parkview Cfh&W",W12 7FG,"56 Cranston Court, Bloemfontein Road, London",3762,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
163,E85049,Belmont Medical Centre,UB2 5DU,"Belmont Medical Centre, 18/20 Western Road, Southall, Middlesex",10815,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
164,E85050,Greenford Road Med.Ctr.,UB6 8QH,"Greenford Road Med.Ctr., 591 Greenford Road, Greenford, Middlesex",2075,"Greenford, Ealing, GB, UB6 8QH","(51.537698, -0.34568, 0.0)",51.537698,-0.34568,0.0
165,E85051,Greenford Avenue Fhp,W7 3AH,"Greenford Ave Medical Ctr, 322 Greenford Avenue, Hanwell, London",3237,"London, Westminster, GB, W7 3AH","(51.521732, -0.340248, 0.0)",51.521732,-0.340248,0.0
166,E85052,Cranford Medical Centre,TW5 9RG,"Cranford Medical Centre, 24 High Street, Cranford, Hounslow, Middlesex",2893,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
167,E85053,The Medical Centre,UB5 4AT,"The Medical Centre, 45 Doncaster Drive, Northolt, Middlesex",4825,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
168,E85054,Hillview Surgery,UB6 7HQ,"Hillview Surgery, 179 Bilton Road, Perivale, Greenford, Middlesex",5562,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
169,E85055,The Bush Doctors,W12 8PP,"The Bush Doctors, 16-17 West 12 Shopp Ctr, Shepherds Bush, London",6406,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
170,E85056,St Davids Practice,TW13 4GU,"Feltham Centre For Health, 3Rd Floor, The Centre, Feltham, Middlesex",5230,"Feltham, Hounslow, GB, TW13 4GU","(51.446367, -0.411065, 0.0)",51.446367,-0.411065,0.0
171,E85057,Queens Walk Practice,W5 1TP,"Queens Walk Practice, 6 Queens Walk, Ealing, London",3894,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
172,E85058,Blue Wing Family Doctor Unit,TW3 3LN,"Family Doctor Unit, Hounslow Health Centre, 92 Bath Road, Hounslow, Middlesex",3370,"Hounslow, Hounslow, GB, TW3 3LN","(51.468263, -0.371733, 0.0)",51.468263,-0.371733,0.0
173,E85059,Chestnut Practice,TW3 3LN,"Hounslow Health Centre, 92 Bath Road, Hounslow, Middlesex",2205,"Hounslow, Hounslow, GB, TW3 3LN","(51.468263, -0.371733, 0.0)",51.468263,-0.371733,0.0
174,E85060,Kingfisher Practice,TW3 2DY,"Maswell Park Health Ctr., Hounslow Avenue, Hounslow, Middlesex",4728,"Hounslow, Hounslow, GB, TW3 2DY","(51.461125, -0.359593, 0.0)",51.461125,-0.359593,0.0
175,E85061,Welcome Practice,UB2 4EY,"70A Norwood Road, Southall, Middlesex",3841,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
176,E85062,Firstcare Practice,TW3 1NL,"Blenheim Centre, Prince Regent Road, Hounslow, Middlesex",2068,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
177,E85064,West End Surgery,UB5 6QN,"West End Surgery, Edward Road, Northolt, Middlesex",2307,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
178,E85066,The Bedford Park Surgery,W4 5LH,"The Bedford Park Surgery, 55 South Parade, Bedford Park, Chiswick, London",4206,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
179,E85069,Oldfield Family Practice,UB6 8RA,"Oldfield Family Practice, 285 Greenford Road, Greenford, Middlesex",4281,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
180,E85071,Clifford House Medical Centre,TW13 5AD,"12 Hanworth Road, Feltham, Middlesex",6979,"Feltham, Hounslow, GB, TW13 5AD","(51.447323, -0.406657, 0.0)",51.447323,-0.406657,0.0
181,E85074,Brook Green Surgery,W6 7BL,"15 Brook Green, Hammersmith, London",3654,"London, Westminster, GB, W6 7BL","(51.495301, -0.218121, 0.0)",51.495301,-0.218121,0.0
182,E85075,Chiswick Family Practice,W4 1BB,"89 Southfield Road, Chiswick, London",3497,"London, Westminster, GB, W4 1BB","(51.502459, -0.260059, 0.0)",51.502459,-0.260059,0.0
183,E85077,Shepherds Bush Medical Centre,W12 7LS,"336 Uxbridge Road, Shepherds Bush, London",1631,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
184,E85083,Dr Sivanesan & Partner,UB1 2TJ,"Woodbridge Medical Centre, Jubilee Gardens, Southall, Middlesex",5869,"Southall, Ealing, GB, UB1 2TJ","(51.521329, -0.369279, 0.0)",51.521329,-0.369279,0.0
185,E85088,Elmbank Surgery,W7 3DD,"438 Greenford Avenue, Hanwell, London",6447,"London, Westminster, GB, W7 3DD","(51.52555, -0.341925, 0.0)",51.52555,-0.341925,0.0
186,E85090,Hammond Road Surgery,UB2 4EH,"95 Hammond Road, Southall, Middlesex",13407,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
187,E85091,Brunswick Road Med.Ctr.,W5 1AQ,"Brunswick Road Med.Ctr., 75 Brunswick Road, Ealing, London",4821,"London, Westminster, GB, W5 1AQ","(51.529635, -0.302476, 0.0)",51.529635,-0.302476,0.0
188,E85096,Medical Centre,UB1 1BW,"23 Beaconsfield Road, Southall, Middlesex",12383,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
189,E85098,Islip Manor Medical Centre,UB5 5RG,"Islip Manor Medical Ctr, 45 Eastcote Lane, Northolt, Middlesex",8247,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
190,E85099,The Avenue Surgery,W13 8LA,"102 The Avenue, West Ealing, London",4822,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
191,E85103,Lady Margaret Road Medical Centre,UB1 2PH,"57 Lady Margaret Road, Southall, Middlesex",8403,"Southall, Ealing, GB, UB1 2PH","(51.513227, -0.375766, 0.0)",51.513227,-0.375766,0.0
192,E85107,The Mill Hill Surgery,W3 8QH,"The Mill Hill Surgery, 111 Avenue Road, Acton, London",9290,"London, Westminster, GB, W3 8QH","(51.505171, -0.274423, 0.0)",51.505171,-0.274423,0.0
193,E85108,Mandeville Medical Centre,UB5 5HB,"Mandeville Medical Centre, 3 Mandeville Road, Northolt, Middlesex",7740,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
194,E85109,The Acton Health Centre,W3 8QE,"The Acton Health Centre, 35/61 Church Road, Acton, London",3588,"London, Westminster, GB, W3 8QE","(51.506215, -0.270176, 0.0)",51.506215,-0.270176,0.0
195,E85111,Perivale Medical Clinic,UB6 8HX,"2-4 Conway Crescent, Perivale, Greenford, Middlesex",7328,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
196,E85112,Elmtrees Surgery,UB6 0PA,"Elmtrees Surgery, 2A Horsenden Lane North, Greenford, Middlesex",30822,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
197,E85113,Redwood Practice,TW3 2DY,"Maswell Park Health Ctr., Hounslow Avenue, Hounslow, Middlesex",7190,"Hounslow, Hounslow, GB, TW3 2DY","(51.461125, -0.359593, 0.0)",51.461125,-0.359593,0.0
198,E85114,Crosslands Surgery,UB2 5QY,"1 Crosslands Avenue, Norwood Green, Southall, Middlesex",4890,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
199,E85115,Pentelow Practice,TW14 9EF,"26 Pentelow Gardens, Bedfont, Feltham, Middlesex",19039,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
200,E85116,The Cuckoo Lane Practice,W7 1DR,"1St Floor, 20 Church Road, Hanwell, London",10363,"London, Westminster, GB, W7 1DR","(51.510307, -0.33425, 0.0)",51.510307,-0.33425,0.0
201,E85118,The Fulham Medical Centre,SW6 1BG,"The Fulham Medical Centre, 446 Fulham Road, Fulham, London",4260,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
202,E85119,The Mwh Practice,UB1 1LA,"The Broadway Health Ctr., 71-73 The Broadway, Southall, Middlesex",8642,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
203,E85120,The Argyle Surgery,W13 8ER,"The Argyle Surgery, 128 Argyle Road, West Ealing, London",2088,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
204,E85121,Guru Nanak Medical Centre,UB1 1EQ,"Guru Nanak Medical Centre, 1-3 Woodlands Road, Southall, Middlesex",9982,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
205,E85122,The Florence Road Surgery,W5 3TX,"The Florence Road Surgery, 26 Florence Road, Ealing, London",7613,"London, Westminster, GB, W5 3TX","(51.51262, -0.298627, 0.0)",51.51262,-0.298627,0.0
206,E85123,The Corfton Road Surgery,W5 2HS,"10 Corfton Road, Ealing, London",5914,"London, Westminster, GB, W5 2HS","(51.519744, -0.297568, 0.0)",51.519744,-0.297568,0.0
207,E85124,GP At Hand,SW6 7SX,"139 Lillie Road, Fulham, London",3982,"London, Westminster, GB, SW6 7SX","(51.484753, -0.203423, 0.0)",51.484753,-0.203423,0.0
208,E85125,Sterndale Surgery,W14 0HX,"Sterndale Surgery, 74A Sterndale Road, West Kensington, London",4261,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
209,E85126,Green Practice,TW3 3LN,"The Green Practice, Hounslow H.C,92 Bath Road, Hounslow, Middlesex",4832,"Hounslow, Hounslow, GB, TW3 3LN","(51.468263, -0.371733, 0.0)",51.468263,-0.371733,0.0
210,E85127,The Barnabas Medical Ctre,UB5 4SR,"The Barnabas Medical Ctre, Girton Road, Northolt, Middlesex",4448,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
211,E85128,Sands End Health Clinic,SW6 2FE,"Bridge House Ctr For Hlth, 1 Broughton Road Approach, Fulham, London",3207,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
212,E85129,The Mansell Road Practice,UB6 9EN,"73 Mansell Road, Greenford, Middlesex",5199,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
213,E85130,Chiswick Family Practice,W4 1BB,"Chiswick Family Practice, 89 Southfield Road, Chiswick, London",9367,"London, Westminster, GB, W4 1BB","(51.502459, -0.260059, 0.0)",51.502459,-0.260059,0.0
214,E85600,Willow Practice,TW3 2DY,"Maswell Park Health Ctr., Hounslow Avenue, Hounslow, Middlesex",5396,"Hounslow, Hounslow, GB, TW3 2DY","(51.461125, -0.359593, 0.0)",51.461125,-0.359593,0.0
215,E85605,Brentford Group Practice,TW8 8DS,"Brentford Health Centre, Boston Manor Road, Brentford, Middlesex",8108,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
216,E85617,Acton Town Medical Centre,W3 9BA,"Acton Town Medical Centre, 122 Gunnersbury Lane, Acton, London",9351,"London, Westminster, GB, W3 9BA","(51.502461, -0.282147, 0.0)",51.502461,-0.282147,0.0
217,E85623,Somerset Medical Centre,UB5 6WL,"Guv Health Centre, Taywood Road, Northolt",16974,"Northolt, Ealing, GB, UB5 6WL","(51.531525, -0.376282, 0.0)",51.531525,-0.376282,0.0
218,E85624,"Dr Uppal & Partn, Parkview Ctr For H&W",W12 7FG,"Dr Uppal, Parkview Cfh&W, 56 Bloemfontein Road, London",12656,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
219,E85625,Chiswick Family Drs Practice,W4 1RX,"Chiswick Health Centre, Fishers Lane, Chiswick, London",7804,"London, Westminster, GB, W4 1RX","(51.493319, -0.259788, 0.0)",51.493319,-0.259788,0.0
220,E85628,Elthorne Park Surgery,W7 2JJ,"Elthorne Park Surgery, 106 Elthorne Park Road, Hanwell, London",11186,"London, Westminster, GB, W7 2JJ","(51.503755, -0.326276, 0.0)",51.503755,-0.326276,0.0
221,E85630,Western Avenue Surgery,W3 7TY,"Western Avenue Surgery, 56 Western Avenue, Acton, London",10118,"London, Westminster, GB, W3 7TY","(51.514329, -0.252775, 0.0)",51.514329,-0.252775,0.0
222,E85633,The Southall Medical Ctr.,UB1 2PT,"Southall Medical Centre, 223 Lady Margaret Road, Southall, Middlesex",8604,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
223,E85635,The Vale Surgery,W3 7RG,"97 The Vale, Acton, London",4516,"London, Westminster, GB, W3 7RG","(51.506455, -0.251794, 0.0)",51.506455,-0.251794,0.0
224,E85636,Park Medical Centre,W6 0QG,"Park Medical Centre, Inver Court,Invermead Cl, Hammersmith, London",4111,"London, Westminster, GB, W6 0QG","(51.496964, -0.243153, 0.0)",51.496964,-0.243153,0.0
225,E85640,The Churchfield Road Surgery,W3 6DL,"64 Churchfield Road, Acton, London",10544,"London, Westminster, GB, W3 6DL","(51.50877, -0.266591, 0.0)",51.50877,-0.266591,0.0
226,E85643,Meadow View,UB5 4LZ,"Meadow View, 141 Mandeville Road, Northolt, Middlesex",8359,"Northolt, Ealing, GB, UB5 4LZ","(51.550862, -0.360997, 0.0)",51.550862,-0.360997,0.0
227,E85649,Fulham Cross Medical Centre,SW6 7PP,"322 Lillie Road, Fulham, London",4417,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
228,E85656,Sunrise Medical Centre,UB1 1HS,"Sunrise Medical Centre, 9 Abbotts Road, Southall, Middlesex",3550,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
229,E85657,Ealing Park Health Centre,W5 4RH,"Ealing Park Health Centre, 195A South Ealing Road, Ealing, London",4573,"London, Westminster, GB, W5 4RH","(51.497421, -0.305345, 0.0)",51.497421,-0.305345,0.0
230,E85658,Holly Road Medical Centre,W4 1NU,"Holly Road Medical Centre, 2A Holly Road, Chiswick, London",4526,"London, Westminster, GB, W4 1NU","(51.492787, -0.260355, 0.0)",51.492787,-0.260355,0.0
231,E85659,"Dr Rk Kukar, Parkview Ctr For H&W",W12 7FG,"Dr Kukar, Parkview Cfh&W, 56 Bloemfontein Road, London",9304,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
232,E85663,The Saluja Clinic,UB1 2AY,"The Saluja Clinic, 36A Northcote Avenue, Southall, Middlesex",1895,"Southall, Ealing, GB, UB1 2AY","(51.512743, -0.380409, 0.0)",51.512743,-0.380409,0.0
233,E85677,The Horn Lane Surgery,W3 6PH,"156 Horn Lane, Acton, London",2085,"London, Westminster, GB, W3 6PH","(51.514706, -0.268528, 0.0)",51.514706,-0.268528,0.0
234,E85680,Cloister Road Surgery,W3 0DF,"Cloister Road Surgery, 41-43 Cloister Road, Acton, London",3036,"London, Westminster, GB, W3 0DF","(51.521353, -0.265566, 0.0)",51.521353,-0.265566,0.0
235,E85681,Jersey Practice,TW5 9ER,"The Jersey Practice, Heston Health Centre, Cranford Lane, Heston, Middlesex",10896,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
236,E85682,Dormers Wells Medical Centre,UB1 2LU,"Dormers Well Medical Ctr, 143 Burns Avenue, Southall, Middlesex",2817,"Southall, Ealing, GB, UB1 2LU","(51.514998, -0.36534, 0.0)",51.514998,-0.36534,0.0
237,E85683,Glebe Street Surgery,W4 2BD,"1 Glebe Street, Chiswick, London",5347,"London, Westminster, GB, W4 2BD","(51.491386, -0.256836, 0.0)",51.491386,-0.256836,0.0
238,E85685,The Lilyville Surgery,SW6 4UL,"Parsons Green Health Cent, 5-7 Parsons Green, London",11416,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
239,E85687,Acton Lane Medical Centre,W4 5DG,"253 Acton Lane, Bedford Park, London",5692,"London, Westminster, GB, W4 5DG","(51.501811, -0.265487, 0.0)",51.501811,-0.265487,0.0
240,E85692,Wellesley Road Practice,W4 4BJ,"The Wellesley Rd Surgery, 7 Wellesley Road, Chiswick, London",92,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
241,E85693,Grove Park Surgery,W4 3ET,"Grove Park Surgery, 95 Burlington Lane, Chiswick, London",5697,"London, Westminster, GB, W4 3ET","(51.481588, -0.264958, 0.0)",51.481588,-0.264958,0.0
242,E85694,The Boileau Road Surgery,W5 3AJ,"Boileau Road Surgery, 104 Boileau Road, Ealing, London",6690,"London, Westminster, GB, W5 3AJ","(51.519461, -0.286725, 0.0)",51.519461,-0.286725,0.0
243,E85696,Clifford Road Surgery,TW4 7LR,"The Surgery, 65 Clifford Road, Hounslow, Middlesex",5248,"Hounslow, Hounslow, GB, TW4 7LR","(51.470621, -0.394672, 0.0)",51.470621,-0.394672,0.0
244,E85697,Greenbrook Bedfont,TW14 8AG,"Bedfont Clinic, Imperial Road, Bedfont, Middlesex",9313,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
245,E85699,Grove Village Medical Centre,TW14 8SN,"Grove Village Medical Ctr, 4 Cleeve Court, Grove Village, Bedfont, Feltham, Middlesex",3631,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
246,E85707,Skyways Medical Centre,TW5 9BJ,"Skyways Medical Centre, 2 Shelley Crescent, Heston, Middlesex",12459,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
247,E85708,Gill Medical Practice,TW14 0AB,"32 Harlington Road East, Feltham, Middlesex",9670,"Feltham, Hounslow, GB, TW14 0AB","(51.451481, -0.4049, 0.0)",51.451481,-0.4049,0.0
248,E85712,Goodcare Practice,UB5 6WL,"Grand Union Health Centre, Taywood Road, Northolt, Middlesex",8638,"Northolt, Ealing, GB, UB5 6WL","(51.531525, -0.376282, 0.0)",51.531525,-0.376282,0.0
249,E85713,Hounslow Family Practice,TW3 4JX,"77 Lampton Road, Hounslow, Middlesex",5254,"Hounslow, Hounslow, GB, TW3 4JX","(51.471773, -0.366799, 0.0)",51.471773,-0.366799,0.0
250,E85714,The Pitshanger Lane Surgery,W5 1RQ,"209 Pitshanger Lane, Ealing, London",22560,"London, Westminster, GB, W5 1RQ","(51.526484, -0.310926, 0.0)",51.526484,-0.310926,0.0
